bank_name_code,bank_name_rus,bank_name,bin,range_low,range_high
otkritie,,,220000,2200000000000000000,2200009999999999999
gazprom,Банк ГПБ (АО),,220001,2200010000000000000,2200019999999999999
gazprom,Банк ГПБ (АО),,22000101,2200010100000000000,2200010199999999999
gazprom,Газпромбанк,Gazprombank,22000102,2200010200000000000,2200010299999999999
gazprom,Банк ГПБ (АО),,22000103,2200010300000000000,2200010399999999999
gazprom,Банк ГПБ (АО),,22000104,2200010400000000000,2200010499999999999
gazprom,Банк ГПБ (АО),,22000105,2200010500000000000,2200010599999999999
gazprom,Банк ГПБ (АО),,22000106,2200010600000000000,2200010699999999999
rncb,РНКБ Банк (ПАО),,220002,2200020000000000000,2200029999999999999
rncb,РНКБ,RNCB,22000201,2200020100000000000,2200020109999999999
rncb,РНКБ Банк (ПАО),,22000201,2200020100000000000,2200020199999999999
rncb,РНКБ,RNCB,220002,2200020200000000000,2200020204999999999
rncb,РНКБ Банк (ПАО),,22000202,2200020200000000000,2200020299999999999
rncb,РНКБ,RNCB,22000202,2200020206000000000,2200020249999999999
rncb,РНКБ,RNCB,2200020300,2200020300000000000,2200020300699999999
rncb,РНКБ Банк (ПАО),,22000203,2200020300000000000,2200020399999999999
rncb,РНКБ Банк (ПАО),,22000204,2200020400000000000,2200020499999999999
rncb,РНКБ,RNCB,220002,2200020400000000000,2200020400499999999
rncb,РНКБ,RNCB,220002,2200020400500000000,2200020400999999999
rncb,РНКБ,RNCB,220002,2200020500000000000,2200020500499999999
rncb,РНКБ Банк (ПАО),,22000205,2200020500000000000,2200020599999999999
rncb,РНКБ Банк (ПАО),,22000206,2200020600000000000,2200020699999999999
rncb,РНКБ,RNCB,220002,2200020600000000000,2200020601999999999
rncb,РНКБ Банк (ПАО),,22000207,2200020700000000000,2200020799999999999
rncb,РНКБ Банк (ПАО),,22000208,2200020800000000000,2200020899999999999
rncb,РНКБ,RNCB,220002,2200020800000000000,2200020809999999999
rncb,РНКБ Банк (ПАО),,22000209,2200020900000000000,2200020999999999999
rncb,РНКБ,RNCB,220002090,2200020900000000000,2200020909999999999
rncb,РНКБ,RNCB,22000209,2200020910000000000,2200020927999999999
rncb,РНКБ Банк (ПАО),,22000210,2200021000000000000,2200021099999999999
rncb,РНКБ Банк (ПАО),,22000211,2200021100000000000,2200021199999999999
rncb,РНКБ,RNCB,220002,2200021100000000000,2200021104999999999
rncb,РНКБ Банк (ПАО),,22000212,2200021200000000000,2200021299999999999
rncb,РНКБ,RNCB,220002,2200021200000000000,2200021204999999999
rncb,РНКБ Банк (ПАО),,22000213,2200021300000000000,2200021399999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",promsvyazbank,220003,2200030000000000000,2200039999999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",promsvyazbank,22000301,2200030100000000000,2200030199999999999
promsvyazbank,Промсвязьбанк,Promsvyazbank,220003,2200030130000000000,2200030179999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",promsvyazbank,22000302,2200030200000000000,2200030299999999999
promsvyazbank,Промсвязьбанк,Promsvyazbank,220003,2200030210000000000,2200030239999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",promsvyazbank,22000303,2200030300000000000,2200030399999999999
promsvyazbank,Промсвязьбанк,Promsvyazbank,220003,2200030310000000000,2200030339999999999
promsvyazbank,Промсвязьбанк,Promsvyazbank,220003,2200030350000000000,2200030359999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",,22000304,2200030400000000000,2200030499999999999
promsvyazbank,Промсвязьбанк,Promsvyazbank,220003,2200030401000000000,2200030405999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",,22000305,2200030500000000000,2200030599999999999
promsvyazbank,Промсвязьбанк,Promsvyazbank,220003,2200030501000000000,2200030519999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",,22000306,2200030600000000000,2200030699999999999
promsvyazbank,Промсвязьбанк,Promsvyazbank,220003,2200030601000000000,2200030639999999999
promsvyazbank,Промсвязьбанк,Promsvyazbank,220003,2200030670000000000,2200030699999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",,22000307,2200030700000000000,2200030799999999999
promsvyazbank,Промсвязьбанк,Promsvyazbank,220003,2200030701000000000,2200030707999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",,22000308,2200030800000000000,2200030899999999999
rsb,"АО ""Банк Русский Стандарт""",,220004,2200040000000000000,2200049999999999999
rsb,"АО ""Банк Русский Стандарт""",,22000401,2200040100000000000,2200040199999999999
rsb,,Russian Standard,220004,2200040100000000000,2200040149999999999
rsb,,Russian Standard,220004,2200040150000000000,2200040199999999999
rsb,БРС,,22000402,2200040200000000000,2200040299999999999
rsb,БРС,,22000403,2200040300000000000,2200040399999999999
rsb,БРС,,22000405,2200040500000000000,2200040599999999999
rgs_bank,"ПАО ""РГС Банк""",,220005,2200050000000000000,2200059999999999999
rgs_bank,"ПАО ""РГС Банк""",,22000501,2200050100000000000,2200050199999999999
rgs_bank,"ПАО ""РГС Банк""",,22000502,2200050200000000000,2200050299999999999
rgs_bank,"ПАО ""РГС Банк""",,22000503,2200050300000000000,2200050399999999999
rgs_bank,"ПАО ""РГС Банк""",,22000504,2200050400000000000,2200050499999999999
rgs_bank,"ПАО ""РГС Банк""",,22000505,2200050500000000000,2200050599999999999
rgs_bank,"ПАО ""РГС Банк""",,22000506,2200050600000000000,2200050699999999999
rgs_bank,"ПАО ""РГС Банк""",,22000507,2200050700000000000,2200050799999999999
rgs_bank,"ПАО ""РГС Банк""",,22000508,2200050800000000000,2200050899999999999
rgs_bank,,RGS Bank,220005,2200050800000000000,2200050805999999999
rgs_bank,,RGS Bank,220005,2200050806000000000,2200050809999999999
rgs_bank,,RGS Bank,220005,2200050810000000000,2200050899999999999
rgs_bank,"ПАО ""РГС Банк""",,22000509,2200050900000000000,2200050999999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",,220006,2200060000000000000,2200069999999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",,22000601,2200060100000000000,2200060199999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",,22000602,2200060200000000000,2200060299999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",,22000603,2200060300000000000,2200060399999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",,22000604,2200060400000000000,2200060499999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",,22000605,2200060500000000000,2200060599999999999
promsvyazbank,"ПАО ""Промсвязьбанк""",,22000606,2200060600000000000,2200060699999999999
genbank,"АО ""ГЕНБАНК""",,220007,2200070000000000000,2200079999999999999
genbank,"АО ""ГЕНБАНК""",,22000701,2200070100000000000,2200070199999999999
genbank,,Genbank,220007,2200070101000000000,2200070103999999999
genbank,"АО ""ГЕНБАНК""",,22000702,2200070200000000000,2200070299999999999
genbank,"АО ""ГЕНБАНК""",,22000703,2200070300000000000,2200070399999999999
genbank,,Genbank,220007,2200070300100000000,2200070300199999999
genbank,"АО ""ГЕНБАНК""",,22000704,2200070400000000000,2200070499999999999
genbank,"АО ""ГЕНБАНК""",,22000705,2200070500000000000,2200070599999999999
genbank,,Genbank,220007,2200070500100000000,2200070599999999999
bank_rossiya,"АО ""АБ ""РОССИЯ""",,220008,2200080000000000000,2200089999999999999
bank_rossiya,"АО ""АБ ""РОССИЯ""",,22000801,2200080100000000000,2200080199999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080100000000000,2200080100000099999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080129999999000,2200080149999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080150000000000,2200080159999999999
bank_rossiya,"АО ""АБ ""РОССИЯ""",,22000802,2200080200000000000,2200080299999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080200000000000,2200080200000099999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080229999999000,2200080238999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080239000000000,2200080239999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080240000000000,2200080249999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080250000000000,2200080259999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080300000000000,2200080300000099999
bank_rossiya,"АО ""АБ ""РОССИЯ""",,22000803,2200080300000000000,2200080399999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080329999999000,2200080349999999999
bank_rossiya,"АО ""АБ ""РОССИЯ""",,22000804,2200080400000000000,2200080499999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080400000000000,2200080400000099999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080429999999000,2200080431999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080432000000000,2200080432999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080433000000000,2200080433999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080434000000000,2200080438999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080439000000000,2200080449999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080450000000000,2200080459999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080500000000000,2200080500000099999
bank_rossiya,"АО ""АБ ""РОССИЯ""",,22000805,2200080500000000000,2200080599999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080529999999000,2200080549999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080600000000000,2200080600000099999
bank_rossiya,"АО ""АБ ""РОССИЯ""",,22000806,2200080600000000000,2200080699999999999
bank_rossiya,Банк Россия,BANK ROSSIYA,220008,2200080629999999000,2200080649999999999
bank_rossiya,"АО ""АБ ""РОССИЯ""",,22000807,2200080700000000000,2200080799999999999
bank_rossiya,"АО ""АБ ""РОССИЯ""",,22000809,2200080900000000000,2200080999999999999
chelindbank,"ПАО ""ЧЕЛИНДБАНК""",,22000901,2200090100000000000,2200090199999999999
chelindbank,"ПАО ""ЧЕЛИНДБАНК""",,22000902,2200090200000000000,2200090299999999999
chelindbank,"ПАО ""ЧЕЛИНДБАНК""",,22000904,2200090400000000000,2200090499999999999
vbrr,"АО ""ВБРР""",,220010,2200100000000000000,2200109999999999999
vbrr,ВБРР,,22001001,2200100100000000000,2200100199999999999
vbrr,ВБРР,,22001002,2200100200000000000,2200100299999999999
vbrr,ВБРР,,22001003,2200100300000000000,2200100399999999999
vbrr,ВБРР,,22001004,2200100400000000000,2200100499999999999
vbrr,"АО ""ВБРР""",,22001005,2200100500000000000,2200100599999999999
levoberezhny,"Банк ""Левобережный"" (ПАО)",,220011,2200110000000000000,2200119999999999999
levoberezhny,"Банк ""Левобережный"" (ПАО)",,22001101,2200110100000000000,2200110199999999999
levoberezhny,Банк Левобережный,Levoberezhny,220011,2200110130000000000,2200110140999999999
levoberezhny,"Банк ""Левобережный"" (ПАО)",,22001102,2200110200000000000,2200110299999999999
levoberezhny,Банк Левобережный,Levoberezhny,220011,2200110280000000000,2200110290099999999
levoberezhny,"Банк ""Левобережный"" (ПАО)",,22001103,2200110300000000000,2200110399999999999
levoberezhny,Банк Левобережный,Levoberezhny,220011,2200110350000000000,2200110367999999999
levoberezhny,Банк Левобережный,Levoberezhny,220011,2200110368000000000,2200110368999999999
levoberezhny,Банк Левобережный,Levoberezhny,220011,2200110369000000000,2200110369999999999
levoberezhny,"Банк ""Левобережный"" (ПАО)",,22001104,2200110400000000000,2200110499999999999
levoberezhny,Банк Левобережный,Levoberezhny,220011,2200110424000000000,2200110427999999999
levoberezhny,"Банк ""Левобережный"" (ПАО)",,22001105,2200110500000000000,2200110599999999999
levoberezhny,Банк Левобережный,Levoberezhny,220011,2200110595000000000,2200110596999999999
levoberezhny,"Банк ""Левобережный"" (ПАО)",,22001106,2200110600000000000,2200110699999999999
ooo_kb_geobank,"ООО КБ ""Геобанк""",,22001201,2200120100000000000,2200120199999999999
ooo_kb_geobank,,"OOO KB ""Geobank""",220012,2200120100000000000,2200120109999999999
ooo_kb_geobank,,"OOO KB ""Geobank""",220012,2200120200000000000,2200120209999999999
ooo_kb_geobank,"ООО КБ ""Геобанк""",,22001202,2200120200000000000,2200120299999999999
ooo_kb_geobank,,"OOO KB ""Geobank""",220012,2200120300000000000,2200120309999999999
ooo_kb_geobank,"ООО КБ ""Геобанк""",,22001203,2200120300000000000,2200120399999999999
ooo_kb_geobank,"ООО КБ ""Геобанк""",,22001204,2200120400000000000,2200120499999999999
ooo_kb_geobank,,"OOO KB ""Geobank""",220012,2200120400000000000,2200120409999999999
ooo_kb_geobank,,"OOO KB ""Geobank""",220012,2200120500000000000,2200120509999999999
ooo_kb_geobank,"ООО КБ ""Геобанк""",,22001205,2200120500000000000,2200120599999999999
ooo_kb_geobank,,"OOO KB ""Geobank""",220012,2200120600000000000,2200120609999999999
ooo_kb_geobank,"ООО КБ ""Геобанк""",,22001206,2200120600000000000,2200120699999999999
ooo_kb_geobank,,"OOO KB ""Geobank""",220012,2200120700000000000,2200120701999999999
ooo_kb_geobank,"ООО КБ ""Геобанк""",,22001207,2200120700000000000,2200120799999999999
ooo_kb_geobank,,"OOO KB ""Geobank""",220012,2200120800000000000,2200120809999999999
ooo_kb_geobank,"ООО КБ ""Геобанк""",,22001208,2200120800000000000,2200120899999999999
ooo_kb_geobank,"ООО КБ ""Геобанк""",,22001209,2200120900000000000,2200120999999999999
zapsibkombank,"ПАО ""Запсибкомбанк""",,220013,2200130000000000000,2200139999999999999
zapsibcombank,,,22001301,2200130100000000000,2200130199999999999
zapsibcombank,,,22001302,2200130200000000000,2200130299999999999
zapsibcombank,,,22001303,2200130300000000000,2200130399999999999
ks_bank,"АО ""КС БАНК""",,220014,2200140000000000000,2200149999999999999
ks_bank,КС БАНК,KS-bank,220014,2200140100000000000,2200140104499999999
ks_bank,"АО ""КС БАНК""",,22001401,2200140100000000000,2200140199999999999
ks_bank,"АО ""КС БАНК""",,22001402,2200140200000000000,2200140299999999999
ks_bank,КС БАНК,KS-bank,220014,2200140200000000000,2200140205599999999
ks_bank,"АО ""КС БАНК""",,22001403,2200140300000000000,2200140399999999999
ks_bank,КС БАНК,KS-bank,220014,2200140300000000000,2200140300599999999
ks_bank,"АО ""КС БАНК""",,22001404,2200140400000000000,2200140499999999999
alfa,"АО ""АЛЬФА-БАНК""",,22001501,2200150100000000000,2200150199999999999
alfa,"АО ""АЛЬФА-БАНК""",,22001502,2200150200000000000,2200150299999999999
alfa,"АО ""АЛЬФА-БАНК""",,22001505,2200150500000000000,2200150599999999999
chelyabinvest,"ПАО ""ЧЕЛЯБИНВЕСТБАНК""",,220016,2200160000000000000,2200169999999999999
chelyabinvest,"ПАО ""ЧЕЛЯБИНВЕСТБАНК""",,22001601,2200160100000000000,2200160199999999999
chelyabinvest,"ПАО ""ЧЕЛЯБИНВЕСТБАНК""",,22001602,2200160200000000000,2200160299999999999
chelyabinvest,"ПАО ""ЧЕЛЯБИНВЕСТБАНК""",,22001603,2200160300000000000,2200160399999999999
chelyabinvest,"ПАО ""ЧЕЛЯБИНВЕСТБАНК""",,22001604,2200160400000000000,2200160499999999999
center_invest,"ПАО КБ ""Центр-инвест""",,220017,2200170000000000000,2200179999999999999
center_invest,"ПАО КБ ""Центр-инвест""",,22001701,2200170100000000000,2200170199999999999
center_invest,"ПАО КБ ""Центр-инвест""",,22001702,2200170200000000000,2200170299999999999
center_invest,,Center-invest Bank,220017,2200170200000000000,2200170200799999999
center_invest,,Center-invest Bank,220017,2200170200800000000,2200170200999999999
center_invest,,Center-invest Bank,220017,2200170201000000000,2200170299999999999
center_invest,"ПАО КБ ""Центр-инвест""",,22001704,2200170400000000000,2200170499999999999
center_invest,,Center-invest Bank,220017,2200170500000000000,2200170500999999999
center_invest,"ПАО КБ ""Центр-инвест""",,22001705,2200170500000000000,2200170599999999999
center_invest,"ПАО КБ ""Центр-инвест""",,22001706,2200170600000000000,2200170699999999999
center_invest,,Center-invest Bank,220017,2200170601000000000,2200170601999999999
center_invest,,Center-invest Bank,220017,2200170602000000000,2200170602999999999
center_invest,,Center-invest Bank,220017,2200170603000000000,2200170603999999999
center_invest,,Center-invest Bank,220017,2200170604000000000,2200170604999999999
sgb,,,22001801,2200180100000000000,2200180199999999999
sgb,,,22001802,2200180200000000000,2200180299999999999
sgb,,,22001803,2200180300000000000,2200180399999999999
sgb,,,22001804,2200180400000000000,2200180499999999999
sgb,,,22001805,2200180500000000000,2200180599999999999
sgb,,,22001806,2200180600000000000,2200180699999999999
uralsib,"ПАО ""БАНК УРАЛСИБ""",,220019,2200190000000000000,2200199999999999999
uralsib,"ПАО ""БАНК УРАЛСИБ""",,22001901,2200190100000000000,2200190199999999999
uralsib,"ПАО ""БАНК УРАЛСИБ""",,22001902,2200190200000000000,2200190299999999999
uralsib,Банк УРАЛСИБ,Uralsib,220019,2200190200000000000,2200190219999999999
uralsib,Банк УРАЛСИБ,Uralsib,220019,2200190250000000000,2200190264999999999
uralsib,Банк УРАЛСИБ,Uralsib,220019,2200190265000000000,2200190269999999999
uralsib,"ПАО ""БАНК УРАЛСИБ""",,22001904,2200190400000000000,2200190499999999999
uralsib,"ПАО ""БАНК УРАЛСИБ""",,22001905,2200190500000000000,2200190599999999999
uralsib,"ПАО ""БАНК УРАЛСИБ""",,22001907,2200190700000000000,2200190799999999999
uralsib,"ПАО ""БАНК УРАЛСИБ""",,22001908,2200190800000000000,2200190899999999999
moscow_industrial_bank,"ПАО ""МИнБанк""",,220020,2200200000000000000,2200209999999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200100000000000,2200200109999999999
moscow_industrial_bank,"ПАО ""МИнБанк""",,22002001,2200200100000000000,2200200199999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200110000000000,2200200119999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200120000000000,2200200129999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200130000000000,2200200139999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200140000000000,2200200149999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200150000000000,2200200159999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200160000000000,2200200169999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200170000000000,2200200179999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200180000000000,2200200189999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200190000000000,2200200199999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200200000000000,2200200209999999999
moscow_industrial_bank,"ПАО ""МИнБанк""",,22002002,2200200200000000000,2200200299999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200210000000000,2200200219999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200220000000000,2200200229999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200230000000000,2200200239999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200240000000000,2200200249999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200250000000000,2200200259999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200260000000000,2200200269999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200270000000000,2200200279999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200280000000000,2200200289999999999
moscow_industrial_bank,Московский Индустриальный Банк,MInBank,220020,2200200290000000000,2200200299999999999
moscow_industrial_bank,"ПАО ""МИнБанк""",,22002003,2200200300000000000,2200200399999999999
alexandrovskiy,,,22002101,2200210100000000000,2200210199999999999
alexandrovskiy,,ALEXANDROVSKIY,220021,2200210110000000000,2200210129999999999
alexandrovskiy,,,22002102,2200210200000000000,2200210299999999999
alexandrovskiy,,ALEXANDROVSKIY,220021,2200210210000000000,2200210229999999999
alexandrovskiy,,,22002103,2200210300000000000,2200210399999999999
otkritie,"ПАО Банк ""ФК Открытие""",,220022,2200220000000000000,2200229999999999999
otkritie,"ПАО Банк ""ФК Открытие""",,22002201,2200220100000000000,2200220199999999999
otkritie,Банк Открытие,Bank Otkritie Financial Corporation,220022,2200220110000000000,2200220119999999999
otkritie,Банк Открытие,Bank Otkritie Financial Corporation,220022,2200220130000000000,2200220139999999999
otkritie,Банк Открытие,Bank Otkritie Financial Corporation,220022,2200220150000000000,2200220159999999999
otkritie,Банк Открытие,Bank Otkritie Financial Corporation,220022,2200220170000000000,2200220179999999999
otkritie,"ПАО Банк ""ФК Открытие""",,22002202,2200220200000000000,2200220299999999999
otkritie,Банк Открытие,Bank Otkritie Financial Corporation,220022,2200220201000000000,2200220202999999999
otkritie,"ПАО Банк ""ФК Открытие""",,22002203,2200220300000000000,2200220399999999999
otkritie,Банк Открытие,Bank Otkritie Financial Corporation,220022,2200220301000000000,2200220399999999999
avangard,"ПАО АКБ ""АВАНГАРД""",,220023,2200230000000000000,2200239999999999999
avangard,"ПАО АКБ ""АВАНГАРД""",,22002301,2200230100000000000,2200230199999999999
avangard,Банк АВАНГАРД,AVANGARD,220023,2200230105000000000,2200230105099999999
avangard,Банк АВАНГАРД,AVANGARD,220023,2200230109000000000,2200230109099999999
avangard,"ПАО АКБ ""АВАНГАРД""",,22002302,2200230200000000000,2200230299999999999
avangard,Банк АВАНГАРД,AVANGARD,220023,2200230204000000000,2200230204999999999
avangard,Банк АВАНГАРД,AVANGARD,220023,2200230208000000000,2200230208999999999
avangard,"ПАО АКБ ""АВАНГАРД""",,22002303,2200230300000000000,2200230399999999999
avangard,Банк АВАНГАРД,AVANGARD,220023,2200230303000000000,2200230303199999999
avangard,Банк АВАНГАРД,AVANGARD,220023,2200230307000000000,2200230307199999999
avangard,"ПАО АКБ ""АВАНГАРД""",,22002304,2200230400000000000,2200230499999999999
avangard,Банк АВАНГАРД,AVANGARD,220023,2200230402000000000,2200230404999999999
avangard,Банк АВАНГАРД,AVANGARD,220023,2200230406000000000,2200230406999999999
avangard,"ПАО АКБ ""АВАНГАРД""",,22002305,2200230500000000000,2200230599999999999
avangard,Банк АВАНГАРД,AVANGARD,220023,2200230501000000000,2200230501099999999
avangard,Банк АВАНГАРД,AVANGARD,220023,2200230505000000000,2200230505099999999
avangard,"ПАО АКБ ""АВАНГАРД""",,22002306,2200230600000000000,2200230699999999999
avangard,Банк АВАНГАРД,AVANGARD,220023,2200230606000000000,2200230610999999999
avangard,Банк АВАНГАРД,AVANGARD,220023,2200230650000000000,2200230651999999999
avangard,Банк АВАНГАРД,AVANGARD,220023,2200230683000000000,2200230684999999999
avangard,"ПАО АКБ ""АВАНГАРД""",,22002307,2200230700000000000,2200230799999999999
vtb,Банк ВТБ (ПАО),VTB,22002401,2200240100000000000,2200240199999999999
vtb,Банк ВТБ (ПАО),VTB,220024,2200240137000000000,2200240189999999999
vtb,Банк ВТБ (ПАО),VTB,22002402,2200240200000000000,2200240299999999999
vtb,Банк ВТБ (ПАО),VTB,220024,2200240208000000000,2200240227999999999
vtb,Банк ВТБ (ПАО),VTB,22002403,2200240300000000000,2200240399999999999
vtb,Банк ВТБ (ПАО),VTB,220024,2200240300000000000,2200240319999999999
vtb,Банк ВТБ (ПАО),VTB,22002404,2200240400000000000,2200240499999999999
vtb,Банк ВТБ (ПАО),VTB,220024,2200240420000000000,2200240439999999999
vtb,Банк ВТБ (ПАО),VTB,22002405,2200240500000000000,2200240599999999999
vtb,Банк ВТБ (ПАО),VTB,220024,2200240540000000000,2200240559999999999
vtb,Банк ВТБ (ПАО),VTB,22002406,2200240600000000000,2200240699999999999
vtb,Банк ВТБ (ПАО),VTB,220024,2200240600000000000,2200240619999999999
vtb,Банк ВТБ (ПАО),VTB,220024,2200240660000000000,2200240679999999999
vtb,Банк ВТБ (ПАО),VTB,22002407,2200240700000000000,2200240799999999999
vtb,Банк ВТБ (ПАО),VTB,22002408,2200240800000000000,2200240899999999999
vtb,Банк ВТБ (ПАО),VTB,220024,2200240840000000000,2200240879999999999
vtb,Банк ВТБ (ПАО),VTB,22002409,2200240900000000000,2200240999999999999
vtb,Банк ВТБ (ПАО),VTB,220024,2200240940000000000,2200240959999999999
vtb,Банк ВТБ (ПАО),VTB,22002410,2200241000000000000,2200241099999999999
vtb,Банк ВТБ (ПАО),VTB,22002411,2200241100000000000,2200241199999999999
vtb,Банк ВТБ (ПАО),VTB,22002412,2200241200000000000,2200241299999999999
vtb,Банк ВТБ (ПАО),VTB,22002413,2200241300000000000,2200241399999999999
vtb,Банк ВТБ (ПАО),VTB,22002414,2200241400000000000,2200241499999999999
vtb,Банк ВТБ (ПАО),VTB,22002415,2200241500000000000,2200241599999999999
vtb,Банк ВТБ (ПАО),VTB,22002416,2200241600000000000,2200241699999999999
vtb,Банк ВТБ (ПАО),VTB,22002417,2200241700000000000,2200241799999999999
vtb,Банк ВТБ (ПАО),VTB,22002418,2200241800000000000,2200241899999999999
vtb,Банк ВТБ (ПАО),VTB,22002419,2200241900000000000,2200241999999999999
vtb,Банк ВТБ (ПАО),VTB,22002420,2200242000000000000,2200242099999999999
vtb,Банк ВТБ (ПАО),VTB,22002421,2200242100000000000,2200242199999999999
vtb,Банк ВТБ (ПАО),VTB,22002422,2200242200000000000,2200242299999999999
vtb,Банк ВТБ (ПАО),VTB,22002423,2200242300000000000,2200242399999999999
vtb,Банк ВТБ (ПАО),VTB,22002424,2200242400000000000,2200242499999999999
vtb,Банк ВТБ (ПАО),VTB,22002425,2200242500000000000,2200242599999999999
vtb,Банк ВТБ (ПАО),VTB,22002426,2200242600000000000,2200242699999999999
vtb,Банк ВТБ (ПАО),VTB,22002427,2200242700000000000,2200242799999999999
vtb,Банк ВТБ (ПАО),VTB,22002428,2200242800000000000,2200242899999999999
vtb,Банк ВТБ (ПАО),VTB,22002429,2200242900000000000,2200242999999999999
vtb,Банк ВТБ (ПАО),VTB,22002430,2200243000000000000,2200243099999999999
vtb,Банк ВТБ (ПАО),VTB,22002431,2200243100000000000,2200243199999999999
vtb,Банк ВТБ (ПАО),VTB,22002432,2200243200000000000,2200243299999999999
vtb,Банк ВТБ (ПАО),VTB,22002433,2200243300000000000,2200243399999999999
vtb,Банк ВТБ (ПАО),VTB,22002434,2200243400000000000,2200243499999999999
vtb,Банк ВТБ (ПАО),VTB,22002435,2200243500000000000,2200243599999999999
vtb,Банк ВТБ (ПАО),VTB,22002436,2200243600000000000,2200243699999999999
vtb,Банк ВТБ (ПАО),VTB,22002437,2200243700000000000,2200243799999999999
vtb,Банк ВТБ (ПАО),VTB,22002438,2200243800000000000,2200243899999999999
vtb,Банк ВТБ (ПАО),VTB,22002439,2200243900000000000,2200243999999999999
vtb,Банк ВТБ (ПАО),VTB,22002440,2200244000000000000,2200244099999999999
vtb,Банк ВТБ (ПАО),VTB,22002441,2200244100000000000,2200244199999999999
vtb,Банк ВТБ (ПАО),VTB,22002442,2200244200000000000,2200244299999999999
vtb,Банк ВТБ (ПАО),VTB,22002443,2200244300000000000,2200244399999999999
vtb,Банк ВТБ (ПАО),VTB,22002444,2200244400000000000,2200244499999999999
vtb,Банк ВТБ (ПАО),VTB,22002445,2200244500000000000,2200244599999999999
vtb,Банк ВТБ (ПАО),VTB,22002446,2200244600000000000,2200244699999999999
vtb,Банк ВТБ (ПАО),VTB,22002447,2200244700000000000,2200244799999999999
vtb,,,22002448,2200244800000000000,2200244899999999999
vtb,,,22002449,2200244900000000000,2200244999999999999
vtb,,,22002450,2200245000000000000,2200245019999999999
vtb,,,220024502,2200245020000000000,2200245022999999999
vtb,,,22002451,2200245100000000000,2200245199999999999
