MC_name,Bin_code,MC_low,MC_high,Bin_low,Bin_high
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",binbank,5570732400000000000,5570732499999999999,5570732400000000000,5570732499999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5570733000000000000,5570733099999999999,5570733000000000000,5570733099999999999
JS CB OF SUPPORT TO COMMERCE AND BUSINESS SKB-BANK,skb,5570733600000000000,5570733699999999999,5570733600000000000,5570733699999999999
JS CB OF SUPPORT TO COMMERCE AND BUSINESS SKB-BANK,skb,5570734000000000000,5570734099999999999,5570734000000000000,5570734099999999999
"JOINT STOCK COMPANY ""ASAKABANK""",vozrozhdenie,5570734100000000000,5570734199999999999,5570734100000000000,5570734199999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5570734500000000000,5570734599999999999,5570734500000000000,5570734599999999999
TINKOFF BANK,tinkoff,5570735600000000000,5570735699999999999,5570735600000000000,5570735699999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5570735900000000000,5570735999999999999,5570735900000000000,5570735999999999999
PJSC ROSBANK,rosbank,5570736500000000000,5570736599999999999,5570736500000000000,5570736599999999999
SBERBANK OF RUSSIA,,5570736600000000000,5570736699999999999,5570736600000000000,5570736699999999999
TINKOFF BANK,tinkoff,5570736900000000000,5570736999999999999,5570736900000000000,5570736999999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5570737000000000000,5570737099999999999,5570737000000000000,5570737099999999999
"""ARMENIAN CARD"" CJSC",zapsibkombank,5570737400000000000,5570737499999999999,5570737400000000000,5570737499999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5570737900000000000,5570737999999999999,5570737900000000000,5570737999999999999
SBERBANK OF RUSSIA,sber,5570738100000000000,5570738199999999999,5570738100000000000,5570738199999999999
TINKOFF BANK,tinkoff,5570738300000000000,5570738399999999999,5570738300000000000,5570738399999999999
PJSC ROSBANK,rosbank,5570738900000000000,5570738999999999999,5570738900000000000,5570738999999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5570739200000000000,5570739299999999999,5570739200000000000,5570739299999999999
CREDIT EUROPE BANK LTD,credit_europe_bank_ltd,5570739700000000000,5570739799999999999,5570739700000000000,5570739799999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5570860000000000000,5570869999999999999,5570860000000000000,5570869999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5570870000000000000,5570879999999999999,5570870000000000000,5570879999999999999
PJSC ROSBANK,sdm,5571060000000000000,5571069999999999999,5571060000000000000,5571069999999999999
PJSC ROSBANK,sdm,5571070000000000000,5571079999999999999,5571070000000000000,5571079999999999999
HSBC Bank Armenia cjsc,hsbc_bank_armenia_cjsc,5571140000000000000,5571149999999999999,5571140000000000000,5571149999999999999
HSBC Bank Armenia cjsc,hsbc_bank_armenia_cjsc,5571150000000000000,5571159999999999999,5571150000000000000,5571159999899999999
HSBC Bank Armenia cjsc,hsbc_bank_armenia_cjsc,5571159999000000000,5571159999999999999,5571159999900000000,5571159999999999999
Joint Stock Company Asakabank,Asaka,5572230000000000000,5572239999999999999,5572230000000000000,5572239999999999999
"""INTERNATIONAL RESERVE BANK"" JOINT-STOCK COMPANY",sber,5574741800000000000,5574741899999999999,5574741800000000000,5574741899999999999
Credit Ural Bank,credit_ural_bank,5577250200000000000,5577259999999999999,5577250200000000000,5577259999999999999
"CLOSED JOINT STOCK COMPANY ""ALFA-BANK""",alfa_by,5577352700000000000,5577352799999999999,5577352700000000000,5577352799999999999
VTB Bank (Public Joint-Stock Company),vtb,5577480000000000000,5577489999999999999,5577480000000000000,5577489999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5577610000000000000,5577619999999999999,5577610000000000000,5577619999999999999
Joint Stock Company Surgutneftegasbank,surgutneftegasbank,5578050000000000000,5578059999999999999,5578050000000000000,5578059999999999999
BELGAZPROMBANK,belgazprombank,5578061000000000000,5578061099999999999,5578061000000000000,5578061099999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5578063800000000000,5578063899999999999,5578063800000000000,5578063899999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5578069500000000000,5578069599999999999,5578069500000000000,5578069599999999999
BELGAZPROMBANK,belgazprombank,5578249800000000000,5578249899999999999,5578249800000000000,5578249899999999999
SBER BANK OJSC,,5578301300000000000,5578301399999999999,5578301300000000000,5578301399999999999
PRIORBANK JOINT-STOCK COMPANY,priorbank_jscb,5578301400000000000,5578301499999999999,5578301400000000000,5578301499999999999
GAZPROMBANK (JOINT STOCK COMPANY),gazprom,5578301700000000000,5578301799999999999,5578301700000000000,5578301799999999999
LIMITED LIABILITY COMPANY HOME CREDIT & FINANCE BANK,homecredit,5578304500000000000,5578304599999999999,5578304500000000000,5578304599999999999
BANK ZENIT,bank_zenit,5578307600000000000,5578307699999999999,5578307600000000000,5578307699999999999
Joint-Stock Halyk Savings Bank of Kazakhstan,joint_stock_bank_kazkommertsbank,5578340000000000000,5578349999999999999,5578340000000000000,5578349999999999999
Belarussian Bank of Development and Reconstruction Belinvestbank JSC,belinvest,5578840000000000000,5578843109999999999,5578840000000000000,5578843109999999999
Belarussian Bank of Development and Reconstruction Belinvestbank JSC,belinvest,5578843110000000000,5578843449999999999,5578843110000000000,5578843449999999999
Belarussian Bank of Development and Reconstruction Belinvestbank JSC,belinvest,5578843450000000000,5578849999999999999,5578843450000000000,5578849999999999999
Belarussian Bank of Development and Reconstruction Belinvestbank JSC,belinvest,5578850000000000000,5578853129999999999,5578850000000000000,5578853129999999999
Belarussian Bank of Development and Reconstruction Belinvestbank JSC,belinvest,5578853130000000000,5578853139999999999,5578853130000000000,5578853139999999999
Belarussian Bank of Development and Reconstruction Belinvestbank JSC,belinvest,5578853140000000000,5578853179999999999,5578853140000000000,5578853179999999999
Belarussian Bank of Development and Reconstruction Belinvestbank JSC,belinvest,5578853180000000000,5578853199999999999,5578853180000000000,5578853199999999999
Belarussian Bank of Development and Reconstruction Belinvestbank JSC,belinvest,5578853200000000000,5578854959999999999,5578853200000000000,5578854959999999999
Belarussian Bank of Development and Reconstruction Belinvestbank JSC,belinvest,5578854960000000000,5578855519999999999,5578854960000000000,5578855519999999999
Belarussian Bank of Development and Reconstruction Belinvestbank JSC,belinvest,5578855520000000000,5578859999999999999,5578855520000000000,5578859999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5579460000000000000,5579469999999999999,5579460000000000000,5579469999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5579480000000000000,5579489999999999999,5579480000000000000,5579489999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5579540000000000000,5579549999999999999,5579540000000000000,5579549999999999999
PJSC ROSBANK,rosbank,5579550000000000000,5579559999999999999,5579550000000000000,5579559999999999999
Credit Ural Bank,credit_ural_bank,5579590000000000000,5579599999999999999,5579590000000000000,5579599999999999999
Credit Union Payment Center (Limited Liability Company),kubankredit,5579760000000000000,5579769999999999999,5579760000000000000,5579769999999999999
Public Joint Stock Company Promsvyazbank,promsvyazbank,5579860000000000000,5579869999999999999,5579860000000000000,5579869999999999999
VTB Bank (Public Joint-Stock Company),vtb,5580270000000000000,5580279999999999999,5580270000000000000,5580279999999999999
Public Joint Stock Company Bank Uralsib,uralsib,5581730000000000000,5581739999999999999,5581730000000000000,5581739999999999999
AO Raiffeisenbank,raiffeisen,5582730000000000000,5582739999999999999,5582730000000000000,5582739999999999999
Joint-Stock Halyk Savings Bank of Kazakhstan,joint_stock_bank_kazkommertsbank,5582910000000000000,5582919999999999999,5582910000000000000,5582919999999999999
MAX IT Finance LTD,max_it_finance_ltd,5583310000000000000,5583319999999999999,5583310000000000000,5583319999999999999
Gazprombank (Joint Stock Company),gazprom,5583550000000000000,5583559999999999999,5583550000000000000,5583559999999999999
Armbusinessbank Closed Joint Stock Company,armbusinessbank_cjsc,5583620000000000000,5583620099999999999,5583620000000000000,5583629999999999999
VTB Bank (Public Joint-Stock Company),vtb,5584470000000000000,5584479998999999999,5584470000000000000,5584479999999999999
Joint Stock Commercial Bank Moscow Industrial Bank,moscow_industrial_bank,5584620000000000000,5584629999999999999,5584620000000000000,5584629999999999999
PJSC ROSBANK,rosbank,5584800000000000000,5584809999999999999,5584800000000000000,5584809999999999999
VTB Bank (Public Joint-Stock Company),vtb,5584810000000000000,5584819999999999999,5584810000000000000,5584819999999999999
VTB Bank (Public Joint-Stock Company),vtb,5585180000000000000,5585189998999999999,5585180000000000000,5585189999999999999
Joint Stock Commercial Bank Avangard,avangard,5585350000000000000,5585359999999999999,5585350000000000000,5585359999999999999
AO Raiffeisenbank,raiffeisen,5585360000000000000,5585369999999999999,5585360000000000000,5585369999999999999
PJSC ROSBANK,rosbank,5586050000000000000,5586059999999999999,5586050000000000000,5586059999999999999
PJSC Orient Finans,KDB,5586160000000000000,5586169999999999999,5586160000000000000,5586169999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5586200000000000000,5586209999999999999,5586200000000000000,5586209999999999999
VTB Bank (Public Joint-Stock Company),vtb,5586290000000000000,5586299999999999999,5586290000000000000,5586299999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,binbank,5586360000000000000,5586369999999999999,5586360000000000000,5586369999999999999
Joint Stock Company Bank DOM.RF,bank_dom_rf,5586640000000000000,5586649999999999999,5586640000000000000,5586649999999999999
Public Joint Stock Company Promsvyazbank,promsvyazbank,5586720000000000000,5586729999999999999,5586720000000000000,5586729999999999999
PJSC ROSBANK,rosbank,5586730000000000000,5586731599999999999,5586730000000000000,5586731599999999999
PJSC ROSBANK,rosbank,5586731600000000000,5586731699999999999,5586731600000000000,5586731699999999999
PJSC ROSBANK,rosbank,5586731700000000000,5586731799999999999,5586731700000000000,5586731799999999999
PJSC ROSBANK,rosbank,5586731800000000000,5586739999999999999,5586731800000000000,5586739999999999999
Bank Zenit,bank_zenit,5586960000000000000,5586969999999999999,5586960000000000000,5586969999999999999
Joint-Stock Company Russian Regional Development Bank (RRDB),vbrr,5587130000000000000,5587139999999999999,5587130000000000000,5587139999999999999
AO RAIFFEISENBANK,raiffeisen,5590452500000000000,5590452599999999999,5590452500000000000,5590452599999999999
BELVNESHECONOMBANK,belvnesheconom,5590453800000000000,5590453899999999999,5590453800000000000,5590453899999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5590620000000000000,5590629999999999999,5590620000000000000,5590629999999999999
Belgazprombank,belgazprombank,5592680000000000000,5592680049999999999,5592680000000000000,5592680099999999999
CJSC Kyrgyz Investment and Credit Bank,KICB,5593970000000000000,5593979999999999999,5593970000000000000,5593979999999999999
Credit Union Payment Center (Limited Liability Company),zhivago_bank,5594480000000000000,5594489999999999999,5594480000000000000,5594489999999999999
Public Joint Stock Company Promsvyazbank,promsvyazbank,5594560000000000000,5594569999999999999,5594560000000000000,5594569999999999999
Joint-Stock Halyk Savings Bank of Kazakhstan,joint_stock_bank_kazkommertsbank,5594860000000000000,5594869999999999999,5594860000000000000,5594869999999999999
PJSC ROSBANK,rosbank,5594880000000000000,5594886299999999999,5594880000000000000,5594886299999999999
PJSC ROSBANK,rosbank,5594886300000000000,5594886399999999999,5594886300000000000,5594886399999999999
PJSC ROSBANK,rosbank,5594886400000000000,5594889999999999999,5594886400000000000,5594889999999999999
Sber Bank OJSC,sberbank_by,5594980000000000000,5594989999999999999,5594980000000000000,5594989999999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5595214500000000000,5595214599999999999,5595214500000000000,5595214599999999999
GAZPROMBANK (JOINT STOCK COMPANY),gazprom,5595214700000000000,5595214799999999999,5595214700000000000,5595214799999999999
SBERBANK OF RUSSIA,sber,5595216100000000000,5595216199999999999,5595216100000000000,5595216199999999999
"CHELYABINSK JOINT STOCK INVESTMENT BANK ""CHELYABINVESTBANK""",chelyabinvest,5595216200000000000,5595216299999999999,5595216200000000000,5595216299999999999
AO RAIFFEISENBANK,raiffeisen,5595221000000000000,5595221099999999999,5595221000000000000,5595221099999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5595227300000000000,5595227399999999999,5595227300000000000,5595227399999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5595232800000000000,5595232899999999999,5595232800000000000,5595232899999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5595235600000000000,5595235699999999999,5595235600000000000,5595235699999999999
"PUBLIC JOINT-STOCK COMPANY ""NORVIK BANK""",norvik_bank,5595235800000000000,5595235899999999999,5595235800000000000,5595235899999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5595237600000000000,5595237699999999999,5595237600000000000,5595237699999999999
"JOINT-STOCK ""HALYK SAVINGS BANK OF KAZAKHSTAN""",joint_stock_bank_kazkommertsbank,5595237900000000000,5595237999999999999,5595237900000000000,5595237999999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",expobank,5595241100000000000,5595241199999999999,5595241100000000000,5595241199999999999
"SUBSIDIARY BANK ""SBERBANK OF RUSSIA"" JOINT STOCK COMPANY",sberbank_kz,5595241200000000000,5595241299999999999,5595241200000000000,5595241299999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5595247200000000000,5595247299999999999,5595247200000000000,5595247299999999999
JSC EURASIAN BANK,jsc_eurasian_bank,5595248800000000000,5595248899999999999,5595248800000000000,5595248899999999999
PJSC ROSBANK,rosbank,5595253600000000000,5595253699999999999,5595253600000000000,5595253699999999999
TINKOFF BANK,tinkoff,5595255200000000000,5595255299999999999,5595255200000000000,5595255299999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5595263900000000000,5595263999999999999,5595263900000000000,5595263999999999999
